FECHA,PRODUCTO,PRECIO_SINTETICO,CANTIDAD
2025-04-17,Habichuela,98.94,Bulto - 50 Kg
2025-02-27,Huevos AA,9.99,Cubeta - 30 und
2025-02-28,Huevos AA,10.18,Cubeta - 30 und
2025-03-01,Huevos AA,10.08,Cubeta - 30 und
2025-03-02,Huevos AA,13.78,Cubeta - 30 und
2025-03-03,Huevos AA,14.3,Cubeta - 30 und
2025-03-04,Huevos AA,10.37,Cubeta - 30 und
2025-03-05,Huevos AA,9.9,Cubeta - 30 und
2025-03-06,Huevos AA,12.56,Cubeta - 30 und
2025-03-07,Huevos AA,10.57,Cubeta - 30 und
2025-03-08,Huevos AA,13.0,Cubeta - 30 und
2025-03-09,Huevos AA,12.19,Cubeta - 30 und
2025-03-10,Huevos AA,8.81,Cubeta - 30 und
2025-03-11,Huevos AA,14.99,Cubeta - 30 und
2025-03-12,Huevos AA,15.54,Cubeta - 30 und
2025-03-13,Huevos AA,10.77,Cubeta - 30 und
2025-03-14,Huevos AA,11.27,Cubeta - 30 und
2025-03-15,Huevos AA,12.68,Cubeta - 30 und
2025-03-16,Huevos AA,12.83,Cubeta - 30 und
2025-03-17,Huevos AA,13.54,Cubeta - 30 und
2025-03-18,Huevos AA,16.29,Cubeta - 30 und
2025-03-19,Huevos AA,12.15,Cubeta - 30 und
2025-03-20,Huevos AA,10.9,Cubeta - 30 und
2025-03-21,Huevos AA,9.74,Cubeta - 30 und
2025-03-22,Huevos AA,11.04,Cubeta - 30 und
2025-03-23,Huevos AA,12.43,Cubeta - 30 und
2025-03-24,Huevos AA,16.09,Cubeta - 30 und
2025-03-25,Huevos AA,11.46,Cubeta - 30 und
2025-03-26,Huevos AA,12.95,Cubeta - 30 und
2025-03-27,Huevos AA,12.47,Cubeta - 30 und
2025-03-28,Huevos AA,14.88,Cubeta - 30 und
2025-03-29,Huevos AA,17.55,Cubeta - 30 und
2025-03-30,Huevos AA,11.44,Cubeta - 30 und
2025-03-31,Huevos AA,11.52,Cubeta - 30 und
2025-04-01,Huevos AA,14.59,Cubeta - 30 und
2025-04-02,Huevos AA,13.86,Cubeta - 30 und
2025-04-03,Huevos AA,16.19,Cubeta - 30 und
2025-04-04,Huevos AA,13.67,Cubeta - 30 und
2025-04-05,Huevos AA,11.78,Cubeta - 30 und
2025-04-06,Huevos AA,13.68,Cubeta - 30 und
2025-04-07,Huevos AA,14.72,Cubeta - 30 und
2025-04-08,Huevos AA,14.14,Cubeta - 30 und
2025-04-09,Huevos AA,13.51,Cubeta - 30 und
2025-04-10,Huevos AA,15.13,Cubeta - 30 und
2025-04-11,Huevos AA,15.34,Cubeta - 30 und
2025-04-12,Huevos AA,15.76,Cubeta - 30 und
2025-04-13,Huevos AA,14.3,Cubeta - 30 und
2025-04-14,Huevos AA,12.67,Cubeta - 30 und
2025-04-15,Huevos AA,13.29,Cubeta - 30 und
2025-04-16,Huevos AA,15.41,Cubeta - 30 und
2025-04-17,Huevos AA,11.37,Cubeta - 30 und
2025-02-27,Huevos Aaa,14.22,Cubeta - 30 und
2025-02-28,Huevos Aaa,12.72,Cubeta - 30 und
2025-03-01,Huevos Aaa,13.6,Cubeta - 30 und
2025-03-02,Huevos Aaa,16.13,Cubeta - 30 und
2025-03-03,Huevos Aaa,13.98,Cubeta - 30 und
2025-03-04,Huevos Aaa,13.72,Cubeta - 30 und
2025-03-05,Huevos Aaa,10.94,Cubeta - 30 und
2025-03-06,Huevos Aaa,15.18,Cubeta - 30 und
2025-03-07,Huevos Aaa,15.01,Cubeta - 30 und
2025-03-08,Huevos Aaa,18.08,Cubeta - 30 und
2025-03-09,Huevos Aaa,13.17,Cubeta - 30 und
2025-03-10,Huevos Aaa,14.26,Cubeta - 30 und
2025-03-11,Huevos Aaa,14.35,Cubeta - 30 und
2025-03-12,Huevos Aaa,17.03,Cubeta - 30 und
2025-03-13,Huevos Aaa,13.72,Cubeta - 30 und
2025-03-14,Huevos Aaa,14.5,Cubeta - 30 und
2025-03-15,Huevos Aaa,15.19,Cubeta - 30 und
2025-03-16,Huevos Aaa,14.37,Cubeta - 30 und
2025-03-17,Huevos Aaa,13.14,Cubeta - 30 und
2025-03-18,Huevos Aaa,14.45,Cubeta - 30 und
2025-03-19,Huevos Aaa,16.15,Cubeta - 30 und
2025-03-20,Huevos Aaa,11.95,Cubeta - 30 und
2025-03-21,Huevos Aaa,14.27,Cubeta - 30 und
2025-03-22,Huevos Aaa,12.6,Cubeta - 30 und
2025-03-23,Huevos Aaa,16.39,Cubeta - 30 und
2025-03-24,Huevos Aaa,10.95,Cubeta - 30 und
2025-03-25,Huevos Aaa,12.88,Cubeta - 30 und
2025-03-26,Huevos Aaa,14.75,Cubeta - 30 und
2025-03-27,Huevos Aaa,17.13,Cubeta - 30 und
2025-03-28,Huevos Aaa,13.87,Cubeta - 30 und
2025-03-29,Huevos Aaa,12.89,Cubeta - 30 und
2025-03-30,Huevos Aaa,17.76,Cubeta - 30 und
2025-03-31,Huevos Aaa,11.1,Cubeta - 30 und
2025-04-01,Huevos Aaa,9.85,Cubeta - 30 und
2025-04-02,Huevos Aaa,15.38,Cubeta - 30 und
2025-04-03,Huevos Aaa,13.5,Cubeta - 30 und
2025-04-04,Huevos Aaa,12.46,Cubeta - 30 und
2025-04-05,Huevos Aaa,15.92,Cubeta - 30 und
2025-04-06,Huevos Aaa,14.99,Cubeta - 30 und
2025-04-07,Huevos Aaa,13.37,Cubeta - 30 und
2025-04-08,Huevos Aaa,11.94,Cubeta - 30 und
2025-04-09,Huevos Aaa,16.24,Cubeta - 30 und
2025-04-10,Huevos Aaa,15.8,Cubeta - 30 und
2025-04-11,Huevos Aaa,14.3,Cubeta - 30 und
2025-04-12,Huevos Aaa,18.19,Cubeta - 30 und
2025-04-13,Huevos Aaa,12.36,Cubeta - 30 und
2025-04-14,Huevos Aaa,11.45,Cubeta - 30 und
2025-04-15,Huevos Aaa,13.12,Cubeta - 30 und
2025-04-16,Huevos Aaa,14.41,Cubeta - 30 und
2025-04-17,Huevos Aaa,14.99,Cubeta - 30 und
2025-02-27,Lechuga Crespa Verde,15.84,Bolsa - 12 Und
2025-02-28,Lechuga Crespa Verde,17.13,Bolsa - 12 Und
2025-03-01,Lechuga Crespa Verde,14.04,Bolsa - 12 Und
2025-03-02,Lechuga Crespa Verde,19.54,Bolsa - 12 Und
2025-03-03,Lechuga Crespa Verde,16.6,Bolsa - 12 Und
2025-03-04,Lechuga Crespa Verde,19.1,Bolsa - 12 Und
2025-03-05,Lechuga Crespa Verde,17.67,Bolsa - 12 Und
2025-03-06,Lechuga Crespa Verde,18.0,Bolsa - 12 Und
2025-03-07,Lechuga Crespa Verde,18.35,Bolsa - 12 Und
2025-03-08,Lechuga Crespa Verde,18.22,Bolsa - 12 Und
2025-03-09,Lechuga Crespa Verde,18.72,Bolsa - 12 Und
2025-03-10,Lechuga Crespa Verde,20.2,Bolsa - 12 Und
2025-03-11,Lechuga Crespa Verde,18.04,Bolsa - 12 Und
2025-03-12,Lechuga Crespa Verde,19.18,Bolsa - 12 Und
2025-03-13,Lechuga Crespa Verde,17.69,Bolsa - 12 Und
2025-03-14,Lechuga Crespa Verde,20.86,Bolsa - 12 Und
2025-03-15,Lechuga Crespa Verde,16.74,Bolsa - 12 Und
2025-03-16,Lechuga Crespa Verde,21.8,Bolsa - 12 Und
2025-03-17,Lechuga Crespa Verde,18.23,Bolsa - 12 Und
2025-03-18,Lechuga Crespa Verde,15.56,Bolsa - 12 Und
2025-03-19,Lechuga Crespa Verde,20.26,Bolsa - 12 Und
2025-03-20,Lechuga Crespa Verde,13.64,Bolsa - 12 Und
2025-03-21,Lechuga Crespa Verde,17.51,Bolsa - 12 Und
2025-03-22,Lechuga Crespa Verde,15.36,Bolsa - 12 Und
2025-03-23,Lechuga Crespa Verde,16.61,Bolsa - 12 Und
2025-03-24,Lechuga Crespa Verde,14.55,Bolsa - 12 Und
2025-03-25,Lechuga Crespa Verde,18.26,Bolsa - 12 Und
2025-03-26,Lechuga Crespa Verde,15.15,Bolsa - 12 Und
2025-03-27,Lechuga Crespa Verde,11.83,Bolsa - 12 Und
2025-03-28,Lechuga Crespa Verde,17.77,Bolsa - 12 Und
2025-03-29,Lechuga Crespa Verde,19.07,Bolsa - 12 Und
2025-03-30,Lechuga Crespa Verde,19.6,Bolsa - 12 Und
2025-03-31,Lechuga Crespa Verde,18.07,Bolsa - 12 Und
2025-04-01,Lechuga Crespa Verde,19.9,Bolsa - 12 Und
2025-04-02,Lechuga Crespa Verde,19.99,Bolsa - 12 Und
2025-04-03,Lechuga Crespa Verde,17.68,Bolsa - 12 Und
2025-04-04,Lechuga Crespa Verde,22.26,Bolsa - 12 Und
2025-04-05,Lechuga Crespa Verde,20.25,Bolsa - 12 Und
2025-04-06,Lechuga Crespa Verde,17.31,Bolsa - 12 Und
2025-04-07,Lechuga Crespa Verde,17.05,Bolsa - 12 Und
2025-04-08,Lechuga Crespa Verde,19.92,Bolsa - 12 Und
2025-04-09,Lechuga Crespa Verde,17.92,Bolsa - 12 Und
2025-04-10,Lechuga Crespa Verde,19.51,Bolsa - 12 Und
2025-04-11,Lechuga Crespa Verde,18.64,Bolsa - 12 Und
2025-04-12,Lechuga Crespa Verde,18.0,Bolsa - 12 Und
2025-04-13,Lechuga Crespa Verde,19.44,Bolsa - 12 Und
2025-04-14,Lechuga Crespa Verde,23.6,Bolsa - 12 Und
2025-04-15,Lechuga Crespa Verde,21.28,Bolsa - 12 Und
2025-04-16,Lechuga Crespa Verde,18.86,Bolsa - 12 Und
2025-04-17,Lechuga Crespa Verde,21.15,Bolsa - 12 Und
2025-02-27,Limon Mandarino,40.4,Canastilla - 25 Kg
2025-02-28,Limon Mandarino,39.67,Canastilla - 25 Kg
2025-03-01,Limon Mandarino,38.17,Canastilla - 25 Kg
2025-03-02,Limon Mandarino,36.99,Canastilla - 25 Kg
2025-03-03,Limon Mandarino,39.91,Canastilla - 25 Kg
2025-03-04,Limon Mandarino,39.53,Canastilla - 25 Kg
2025-03-05,Limon Mandarino,40.75,Canastilla - 25 Kg
2025-03-06,Limon Mandarino,40.46,Canastilla - 25 Kg
2025-03-07,Limon Mandarino,41.52,Canastilla - 25 Kg
2025-03-08,Limon Mandarino,38.58,Canastilla - 25 Kg
2025-03-09,Limon Mandarino,42.51,Canastilla - 25 Kg
2025-03-10,Limon Mandarino,40.51,Canastilla - 25 Kg
2025-03-11,Limon Mandarino,44.48,Canastilla - 25 Kg
2025-03-12,Limon Mandarino,39.18,Canastilla - 25 Kg
2025-03-13,Limon Mandarino,44.26,Canastilla - 25 Kg
2025-03-14,Limon Mandarino,41.42,Canastilla - 25 Kg
2025-03-15,Limon Mandarino,39.95,Canastilla - 25 Kg
2025-03-16,Limon Mandarino,40.5,Canastilla - 25 Kg
2025-03-17,Limon Mandarino,41.06,Canastilla - 25 Kg
2025-03-18,Limon Mandarino,42.78,Canastilla - 25 Kg
2025-03-19,Limon Mandarino,31.05,Canastilla - 25 Kg
2025-03-20,Limon Mandarino,28.85,Canastilla - 25 Kg
2025-03-21,Limon Mandarino,31.62,Canastilla - 25 Kg
2025-03-22,Limon Mandarino,37.62,Canastilla - 25 Kg
2025-03-23,Limon Mandarino,38.46,Canastilla - 25 Kg
2025-03-24,Limon Mandarino,37.54,Canastilla - 25 Kg
2025-03-25,Limon Mandarino,38.41,Canastilla - 25 Kg
2025-03-26,Limon Mandarino,40.24,Canastilla - 25 Kg
2025-03-27,Limon Mandarino,61.23,Canastilla - 25 Kg
2025-03-28,Limon Mandarino,52.95,Canastilla - 25 Kg
2025-03-29,Limon Mandarino,49.49,Canastilla - 25 Kg
2025-03-30,Limon Mandarino,41.66,Canastilla - 25 Kg
2025-03-31,Limon Mandarino,40.8,Canastilla - 25 Kg
2025-04-01,Limon Mandarino,46.29,Canastilla - 25 Kg
2025-04-02,Limon Mandarino,49.03,Canastilla - 25 Kg
2025-04-03,Limon Mandarino,53.15,Canastilla - 25 Kg
2025-04-04,Limon Mandarino,45.05,Canastilla - 25 Kg
2025-04-05,Limon Mandarino,42.07,Canastilla - 25 Kg
2025-04-06,Limon Mandarino,42.95,Canastilla - 25 Kg
2025-04-07,Limon Mandarino,42.09,Canastilla - 25 Kg
2025-04-08,Limon Mandarino,43.37,Canastilla - 25 Kg
2025-04-09,Limon Mandarino,39.08,Canastilla - 25 Kg
2025-04-10,Limon Mandarino,52.16,Canastilla - 25 Kg
2025-04-11,Limon Mandarino,49.92,Canastilla - 25 Kg
2025-04-12,Limon Mandarino,49.65,Canastilla - 25 Kg
2025-04-13,Limon Mandarino,51.77,Canastilla - 25 Kg
2025-04-14,Limon Mandarino,51.3,Canastilla - 25 Kg
2025-04-15,Limon Mandarino,46.85,Canastilla - 25 Kg
2025-04-16,Limon Mandarino,52.95,Canastilla - 25 Kg
2025-04-17,Limon Mandarino,52.76,Canastilla - 25 Kg
2025-02-27,Limon Tahití,34.91,Canastilla - 25 Kg
2025-02-28,Limon Tahití,37.84,Canastilla - 25 Kg
2025-03-01,Limon Tahití,38.94,Canastilla - 25 Kg
2025-03-02,Limon Tahití,39.36,Canastilla - 25 Kg
2025-03-03,Limon Tahití,38.64,Canastilla - 25 Kg
2025-03-04,Limon Tahití,39.29,Canastilla - 25 Kg
2025-03-05,Limon Tahití,41.48,Canastilla - 25 Kg
2025-03-06,Limon Tahití,44.77,Canastilla - 25 Kg
2025-03-07,Limon Tahití,44.41,Canastilla - 25 Kg
2025-03-08,Limon Tahití,43.47,Canastilla - 25 Kg
2025-03-09,Limon Tahití,46.65,Canastilla - 25 Kg
2025-03-10,Limon Tahití,40.3,Canastilla - 25 Kg
2025-03-11,Limon Tahití,49.19,Canastilla - 25 Kg
2025-03-12,Limon Tahití,44.31,Canastilla - 25 Kg
2025-03-13,Limon Tahití,47.96,Canastilla - 25 Kg
2025-03-14,Limon Tahití,47.34,Canastilla - 25 Kg
2025-03-15,Limon Tahití,47.88,Canastilla - 25 Kg
2025-03-16,Limon Tahití,53.69,Canastilla - 25 Kg
2025-03-17,Limon Tahití,51.32,Canastilla - 25 Kg
2025-03-18,Limon Tahití,53.85,Canastilla - 25 Kg
2025-03-19,Limon Tahití,39.91,Canastilla - 25 Kg
2025-03-20,Limon Tahití,40.95,Canastilla - 25 Kg
2025-03-21,Limon Tahití,41.82,Canastilla - 25 Kg
2025-03-22,Limon Tahití,40.77,Canastilla - 25 Kg
2025-03-23,Limon Tahití,46.99,Canastilla - 25 Kg
2025-03-24,Limon Tahití,45.68,Canastilla - 25 Kg
2025-03-25,Limon Tahití,45.22,Canastilla - 25 Kg
2025-03-26,Limon Tahití,49.14,Canastilla - 25 Kg
2025-03-27,Limon Tahití,53.0,Canastilla - 25 Kg
2025-03-28,Limon Tahití,51.7,Canastilla - 25 Kg
2025-03-29,Limon Tahití,49.3,Canastilla - 25 Kg
2025-03-30,Limon Tahití,49.3,Canastilla - 25 Kg
2025-03-31,Limon Tahití,49.36,Canastilla - 25 Kg
2025-04-01,Limon Tahití,59.15,Canastilla - 25 Kg
2025-04-02,Limon Tahití,60.76,Canastilla - 25 Kg
2025-04-03,Limon Tahití,60.86,Canastilla - 25 Kg
2025-04-04,Limon Tahití,62.06,Canastilla - 25 Kg
2025-04-05,Limon Tahití,60.48,Canastilla - 25 Kg
2025-04-06,Limon Tahití,59.48,Canastilla - 25 Kg
2025-04-07,Limon Tahití,59.61,Canastilla - 25 Kg
2025-04-08,Limon Tahití,69.86,Canastilla - 25 Kg
2025-04-09,Limon Tahití,79.93,Canastilla - 25 Kg
2025-04-10,Limon Tahití,81.46,Canastilla - 25 Kg
2025-04-11,Limon Tahití,80.1,Canastilla - 25 Kg
2025-04-12,Limon Tahití,81.47,Canastilla - 25 Kg
2025-04-13,Limon Tahití,79.84,Canastilla - 25 Kg
2025-04-14,Limon Tahití,80.16,Canastilla - 25 Kg
2025-04-15,Limon Tahití,76.0,Canastilla - 25 Kg
2025-04-16,Limon Tahití,81.83,Canastilla - 25 Kg
2025-04-17,Limon Tahití,80.69,Canastilla - 25 Kg
2025-02-28,Lulo,135.01,Canastilla - 25 Kg
2025-03-01,Lulo,126.55,Canastilla - 25 Kg
2025-03-02,Lulo,135.84,Canastilla - 25 Kg
2025-03-03,Lulo,130.71,Canastilla - 25 Kg
2025-03-04,Lulo,132.54,Canastilla - 25 Kg
2025-03-05,Lulo,127.57,Canastilla - 25 Kg
2025-03-06,Lulo,130.21,Canastilla - 25 Kg
2025-03-07,Lulo,126.2,Canastilla - 25 Kg
2025-03-08,Lulo,126.39,Canastilla - 25 Kg
2025-03-09,Lulo,130.8,Canastilla - 25 Kg
2025-03-10,Lulo,125.92,Canastilla - 25 Kg
2025-03-11,Lulo,126.06,Canastilla - 25 Kg
2025-03-12,Lulo,126.7,Canastilla - 25 Kg
2025-03-13,Lulo,125.28,Canastilla - 25 Kg
2025-03-14,Lulo,123.92,Canastilla - 25 Kg
2025-03-15,Lulo,123.67,Canastilla - 25 Kg
2025-03-16,Lulo,127.08,Canastilla - 25 Kg
2025-03-17,Lulo,121.48,Canastilla - 25 Kg
2025-03-18,Lulo,121.33,Canastilla - 25 Kg
2025-03-19,Lulo,122.36,Canastilla - 25 Kg
2025-03-20,Lulo,132.21,Canastilla - 25 Kg
2025-03-21,Lulo,130.71,Canastilla - 25 Kg
2025-03-22,Lulo,127.94,Canastilla - 25 Kg
2025-03-23,Lulo,122.71,Canastilla - 25 Kg
2025-03-24,Lulo,126.6,Canastilla - 25 Kg
2025-03-25,Lulo,119.37,Canastilla - 25 Kg
2025-03-26,Lulo,120.61,Canastilla - 25 Kg
2025-03-27,Lulo,118.49,Canastilla - 25 Kg
2025-03-28,Lulo,119.87,Canastilla - 25 Kg
2025-03-29,Lulo,120.66,Canastilla - 25 Kg
2025-03-30,Lulo,120.64,Canastilla - 25 Kg
2025-03-31,Lulo,120.84,Canastilla - 25 Kg
2025-04-01,Lulo,118.23,Canastilla - 25 Kg
2025-04-02,Lulo,110.91,Canastilla - 25 Kg
2025-04-03,Lulo,109.51,Canastilla - 25 Kg
2025-04-04,Lulo,111.93,Canastilla - 25 Kg
2025-04-05,Lulo,112.38,Canastilla - 25 Kg
2025-04-06,Lulo,107.54,Canastilla - 25 Kg
2025-04-07,Lulo,111.19,Canastilla - 25 Kg
2025-04-08,Lulo,121.4,Canastilla - 25 Kg
2025-04-09,Lulo,129.4,Canastilla - 25 Kg
2025-04-10,Lulo,112.75,Canastilla - 25 Kg
2025-04-11,Lulo,107.2,Canastilla - 25 Kg
2025-04-12,Lulo,105.25,Canastilla - 25 Kg
2025-04-13,Lulo,102.15,Canastilla - 25 Kg
2025-04-14,Lulo,100.03,Canastilla - 25 Kg
2025-04-15,Lulo,97.81,Canastilla - 25 Kg
2025-04-16,Lulo,97.12,Canastilla - 25 Kg
2025-04-17,Lulo,103.19,Canastilla - 25 Kg
2025-04-18,Lulo,98.31,Canastilla - 25 Kg
2025-02-28,Mandarina,94.62,Canastilla - 25 Kg
2025-03-01,Mandarina,93.21,Canastilla - 25 Kg
2025-03-02,Mandarina,97.16,Canastilla - 25 Kg
2025-03-03,Mandarina,96.71,Canastilla - 25 Kg
2025-03-04,Mandarina,103.56,Canastilla - 25 Kg
2025-03-05,Mandarina,103.21,Canastilla - 25 Kg
2025-03-06,Mandarina,100.73,Canastilla - 25 Kg
2025-03-07,Mandarina,107.53,Canastilla - 25 Kg
2025-03-08,Mandarina,105.91,Canastilla - 25 Kg
2025-03-09,Mandarina,104.22,Canastilla - 25 Kg
2025-03-10,Mandarina,100.79,Canastilla - 25 Kg
2025-03-11,Mandarina,111.28,Canastilla - 25 Kg
2025-03-12,Mandarina,104.84,Canastilla - 25 Kg
2025-03-13,Mandarina,105.25,Canastilla - 25 Kg
2025-03-14,Mandarina,111.51,Canastilla - 25 Kg
2025-03-15,Mandarina,115.26,Canastilla - 25 Kg
2025-03-16,Mandarina,114.07,Canastilla - 25 Kg
2025-03-17,Mandarina,113.35,Canastilla - 25 Kg
2025-03-18,Mandarina,114.32,Canastilla - 25 Kg
2025-03-19,Mandarina,115.76,Canastilla - 25 Kg
2025-03-20,Mandarina,101.52,Canastilla - 25 Kg
2025-03-21,Mandarina,103.9,Canastilla - 25 Kg
2025-03-22,Mandarina,106.88,Canastilla - 25 Kg
2025-03-23,Mandarina,109.87,Canastilla - 25 Kg
2025-03-24,Mandarina,111.83,Canastilla - 25 Kg
2025-03-25,Mandarina,116.11,Canastilla - 25 Kg
2025-03-26,Mandarina,116.61,Canastilla - 25 Kg
2025-03-27,Mandarina,119.8,Canastilla - 25 Kg
2025-03-28,Mandarina,118.02,Canastilla - 25 Kg
2025-03-29,Mandarina,117.79,Canastilla - 25 Kg
2025-03-30,Mandarina,120.36,Canastilla - 25 Kg
2025-03-31,Mandarina,122.78,Canastilla - 25 Kg
2025-04-01,Mandarina,111.84,Canastilla - 25 Kg
2025-04-02,Mandarina,96.86,Canastilla - 25 Kg
2025-04-03,Mandarina,118.02,Canastilla - 25 Kg
2025-04-04,Mandarina,124.38,Canastilla - 25 Kg
2025-04-05,Mandarina,123.04,Canastilla - 25 Kg
2025-04-06,Mandarina,127.05,Canastilla - 25 Kg
2025-04-07,Mandarina,131.1,Canastilla - 25 Kg
2025-04-08,Mandarina,128.06,Canastilla - 25 Kg
2025-04-09,Mandarina,130.21,Canastilla - 25 Kg
2025-04-10,Mandarina,117.33,Canastilla - 25 Kg
2025-04-11,Mandarina,121.3,Canastilla - 25 Kg
2025-04-12,Mandarina,125.64,Canastilla - 25 Kg
2025-04-13,Mandarina,124.31,Canastilla - 25 Kg
2025-04-14,Mandarina,130.88,Canastilla - 25 Kg
2025-04-15,Mandarina,129.96,Canastilla - 25 Kg
2025-04-16,Mandarina,131.1,Canastilla - 25 Kg
2025-04-17,Mandarina,130.45,Canastilla - 25 Kg
2025-04-18,Mandarina,132.73,Canastilla - 25 Kg
2025-02-28,Mango Azucar,74.01,Canastilla - 25 Kg
2025-03-01,Mango Azucar,72.37,Canastilla - 25 Kg
2025-03-02,Mango Azucar,72.94,Canastilla - 25 Kg
2025-03-03,Mango Azucar,73.25,Canastilla - 25 Kg
2025-03-04,Mango Azucar,71.73,Canastilla - 25 Kg
2025-03-05,Mango Azucar,71.18,Canastilla - 25 Kg
2025-03-06,Mango Azucar,69.17,Canastilla - 25 Kg
2025-03-07,Mango Azucar,68.71,Canastilla - 25 Kg
2025-03-08,Mango Azucar,66.7,Canastilla - 25 Kg
2025-03-09,Mango Azucar,72.47,Canastilla - 25 Kg
2025-03-10,Mango Azucar,65.95,Canastilla - 25 Kg
2025-03-11,Mango Azucar,66.52,Canastilla - 25 Kg
2025-03-12,Mango Azucar,65.94,Canastilla - 25 Kg
2025-03-13,Mango Azucar,68.64,Canastilla - 25 Kg
2025-03-14,Mango Azucar,65.73,Canastilla - 25 Kg
2025-03-15,Mango Azucar,68.29,Canastilla - 25 Kg
2025-03-16,Mango Azucar,63.9,Canastilla - 25 Kg
2025-03-17,Mango Azucar,65.28,Canastilla - 25 Kg
2025-03-18,Mango Azucar,62.52,Canastilla - 25 Kg
2025-03-19,Mango Azucar,67.95,Canastilla - 25 Kg
2025-03-20,Mango Azucar,57.62,Canastilla - 25 Kg
2025-03-21,Mango Azucar,60.62,Canastilla - 25 Kg
2025-03-22,Mango Azucar,61.27,Canastilla - 25 Kg
2025-03-23,Mango Azucar,60.83,Canastilla - 25 Kg
2025-03-24,Mango Azucar,59.63,Canastilla - 25 Kg
2025-03-25,Mango Azucar,59.74,Canastilla - 25 Kg
2025-03-26,Mango Azucar,60.09,Canastilla - 25 Kg
2025-03-27,Mango Azucar,59.71,Canastilla - 25 Kg
2025-03-28,Mango Azucar,61.93,Canastilla - 25 Kg
2025-03-29,Mango Azucar,64.42,Canastilla - 25 Kg
2025-03-30,Mango Azucar,58.89,Canastilla - 25 Kg
2025-03-31,Mango Azucar,57.26,Canastilla - 25 Kg
2025-04-01,Mango Azucar,59.82,Canastilla - 25 Kg
2025-04-02,Mango Azucar,65.16,Canastilla - 25 Kg
2025-04-03,Mango Azucar,58.39,Canastilla - 25 Kg
2025-04-04,Mango Azucar,63.28,Canastilla - 25 Kg
2025-04-05,Mango Azucar,63.36,Canastilla - 25 Kg
2025-04-06,Mango Azucar,58.89,Canastilla - 25 Kg
2025-04-07,Mango Azucar,61.14,Canastilla - 25 Kg
2025-04-08,Mango Azucar,63.26,Canastilla - 25 Kg
2025-04-09,Mango Azucar,59.24,Canastilla - 25 Kg
2025-04-10,Mango Azucar,59.59,Canastilla - 25 Kg
2025-04-11,Mango Azucar,63.84,Canastilla - 25 Kg
2025-04-12,Mango Azucar,67.97,Canastilla - 25 Kg
2025-04-13,Mango Azucar,73.7,Canastilla - 25 Kg
2025-04-14,Mango Azucar,77.55,Canastilla - 25 Kg
2025-04-15,Mango Azucar,80.07,Canastilla - 25 Kg
2025-04-16,Mango Azucar,78.46,Canastilla - 25 Kg
2025-04-17,Mango Azucar,80.47,Canastilla - 25 Kg
2025-04-18,Mango Azucar,76.89,Canastilla - 25 Kg
2025-02-28,Mango Común,40.66,Canastilla - 25 Kg
2025-03-01,Mango Común,41.67,Canastilla - 25 Kg
2025-03-02,Mango Común,36.01,Canastilla - 25 Kg
2025-03-03,Mango Común,40.75,Canastilla - 25 Kg
2025-03-04,Mango Común,42.46,Canastilla - 25 Kg
2025-03-05,Mango Común,37.58,Canastilla - 25 Kg
2025-03-06,Mango Común,43.35,Canastilla - 25 Kg
2025-03-07,Mango Común,40.84,Canastilla - 25 Kg
2025-03-08,Mango Común,38.59,Canastilla - 25 Kg
2025-03-09,Mango Común,39.89,Canastilla - 25 Kg
2025-03-10,Mango Común,41.12,Canastilla - 25 Kg
2025-03-11,Mango Común,40.15,Canastilla - 25 Kg
2025-03-12,Mango Común,41.08,Canastilla - 25 Kg
2025-03-13,Mango Común,38.16,Canastilla - 25 Kg
2025-03-14,Mango Común,40.34,Canastilla - 25 Kg
2025-03-15,Mango Común,37.17,Canastilla - 25 Kg
2025-03-16,Mango Común,39.78,Canastilla - 25 Kg
2025-03-17,Mango Común,38.19,Canastilla - 25 Kg
2025-03-18,Mango Común,38.53,Canastilla - 25 Kg
2025-03-19,Mango Común,42.47,Canastilla - 25 Kg
2025-03-20,Mango Común,42.18,Canastilla - 25 Kg
2025-03-21,Mango Común,41.22,Canastilla - 25 Kg
2025-03-22,Mango Común,37.82,Canastilla - 25 Kg
2025-03-23,Mango Común,39.37,Canastilla - 25 Kg
2025-03-24,Mango Común,42.43,Canastilla - 25 Kg
2025-03-25,Mango Común,40.28,Canastilla - 25 Kg
2025-03-26,Mango Común,44.64,Canastilla - 25 Kg
2025-03-27,Mango Común,40.79,Canastilla - 25 Kg
2025-03-28,Mango Común,40.38,Canastilla - 25 Kg
2025-03-29,Mango Común,39.38,Canastilla - 25 Kg
2025-03-30,Mango Común,40.27,Canastilla - 25 Kg
2025-03-31,Mango Común,39.7,Canastilla - 25 Kg
2025-04-01,Mango Común,41.42,Canastilla - 25 Kg
2025-04-02,Mango Común,41.91,Canastilla - 25 Kg
2025-04-03,Mango Común,38.43,Canastilla - 25 Kg
2025-04-04,Mango Común,37.34,Canastilla - 25 Kg
2025-04-05,Mango Común,36.33,Canastilla - 25 Kg
2025-04-06,Mango Común,41.02,Canastilla - 25 Kg
2025-04-07,Mango Común,37.79,Canastilla - 25 Kg
2025-04-08,Mango Común,35.69,Canastilla - 25 Kg
2025-04-09,Mango Común,40.78,Canastilla - 25 Kg
2025-04-10,Mango Común,44.99,Canastilla - 25 Kg
2025-04-11,Mango Común,39.99,Canastilla - 25 Kg
2025-04-12,Mango Común,41.68,Canastilla - 25 Kg
